Id;Ingredientes;UltActualizacion
6090638;Harina de trigo 90%, levadura, grasa vegetal (palma), gluten de trigo y agente de tratamiento de la harina: ácido ascórbico. Este producto contiene gluten y trigo. Puede contener trazas de frutos de cáscara, huevos, leche y semillas de sésamo.;09/11/2019 02:06:37
6090628;Harina de trigo (88%), levadura, azúcar, aceite vegetal (girasol), sal, aceite de oliva 1%, lactosuero, harina de cebada malteada, gluten de trigo y agente de tratamiento de la harina: ácido ascórbico. Este producto contiene trigo, gluten, leche y cebada. Puede contener trazas de frutos de cáscara, huevos y granos de sésamo.;09/11/2019 02:06:41
9011098;Lomo de cerdo, sal, azúcar, pimentón, aromas, especias, estabilizantes (E-452i, E-415), antioxidantes (E-301, E-331iii), conservadores(E-252, E-250, E-202, E-262i, E-235), retirar la envoltura antes de su consumo.;11/11/2019 01:15:14
6560497;Lomo de cerdo ( mínimo 50% Raza Duroc), sal, azúcar, conservantes ( E-252 y E-250), dextrosa y antioxidante (E-301), especias , extractos de especias y extracto de pimentón (E-160c). Envoltura no comestible.;11/11/2019 01:15:22
6533198;carne de vacuno y sal.;11/11/2019 01:15:34
8511081;Contiene sulfitos;11/11/2019 01:29:45
8511318;Contiene SulfItos;11/11/2019 01:29:49
8511087;Contiene SulfItos;11/11/2019 01:29:53
8511118;Vino, azucar, sabores,aromatizantes, caramelo. Contiene sulfitos.;11/11/2019 01:29:57
8511092;Contiene sulfitos.;11/11/2019 01:30:00
8511083;Contiene sulfitos.;11/11/2019 01:30:05
8511070;Contiene sulfitos;11/11/2019 01:30:09
8810022;Sulfitos;11/11/2019 01:30:12
8512395;Sulfitos;11/11/2019 01:30:16
8511075;Contiene sulfitos.;11/11/2019 01:30:25
8512118;Vino, azucar, sabores,aromatizantes, caramelo. Contiene sulfitos.;11/11/2019 01:30:29
8810021;Sulfitos;11/11/2019 01:30:33
8512318;Contiene SulfItos;11/11/2019 01:30:37
8512393;Contiene SulfItos;11/11/2019 01:30:41
8512396;Sulfitos;11/11/2019 01:30:44
8512387;Contiene sulfitos.;11/11/2019 01:30:52
8522199;Contiene SulfItos;11/11/2019 01:30:56
8521416;Agua carbonatada, jarabe de glucosa y fructosa, acidulante: E-330, aromas (incluyendo extractos de plantas), colorantes: E-150d, E-122 y E-124, conservador: E-202, edulcorantes: E-950 y E-955. E-122, E-124: pueden tener efectos negativos sobre la actividad y la atención de los niños.;11/11/2019 01:31:00
8551056;Alcohol, infusión de sustancias vegetales, azúcar, aromas naturales;11/11/2019 01:31:07
306120;Contiene sulfitos;11/11/2019 01:31:15
8601216;Contiene sulfitos;11/11/2019 01:31:22
8459161;Contiene Sulfitos;11/11/2019 01:31:26
362001;Contiene sulfitos.;11/11/2019 01:31:30
8670418;Contiene sulfitos;11/11/2019 01:31:34
8650316;Contiene Sulfitos;11/11/2019 01:31:37
8670428;Contiene sulfitos;11/11/2019 01:31:41
8610508;Contiene Sulfitos;11/11/2019 01:31:45
7215696;Aceite de orujo refinado y aceite de oliva virgen;11/11/2019 01:39:05
7215697;Aceite de orujo refinado y aceite de oliva virgen;11/11/2019 01:39:09
7240593;Aceite refinado de soja 70%, girasol 20%, semillas 9,5%, omega 3 (aceite de pescado) 0,5% y antiespumante E-900. Esencia de limón;11/11/2019 01:39:12
7230521;Aceite Refinado de Germen de maiz;11/11/2019 01:39:16
